vehicle_id,shape_collider,length,width
0,passenger,5,1.8
2,passenger,5,1.8
3,passenger,5,1.8
4,motorcycle,2.2,0.9
5,passenger,5,1.8
6,passenger,5,1.8
7,delivery,6.5,2.16
8,delivery,6.5,2.16
9,passenger,5,1.8
10,moped,2.1,0.8
11,moped,2.1,0.8
12,passenger,5,1.8
13,delivery,6.5,2.16
15,passenger,5,1.8
17,passenger,5,1.8
18,passenger,5,1.8
19,moped,2.1,0.8
20,passenger,5,1.8
21,motorcycle,2.2,0.9
23,moped,2.1,0.8
24,delivery,6.5,2.16
25,bus,12,2.5
26,delivery,6.5,2.16
27,delivery,6.5,2.16
28,motorcycle,2.2,0.9
29,passenger,5,1.8
30,delivery,6.5,2.16
31,bus,12,2.5
32,passenger,5,1.8
33,passenger,5,1.8
34,passenger,5,1.8
35,delivery,6.5,2.16
36,passenger,5,1.8
37,passenger,5,1.8
38,delivery,6.5,2.16
39,motorcycle,2.2,0.9
40,passenger,5,1.8
41,passenger,5,1.8
42,delivery,6.5,2.16
43,motorcycle,2.2,0.9
44,passenger,5,1.8
45,passenger,5,1.8
46,delivery,6.5,2.16
48,moped,2.1,0.8
49,delivery,6.5,2.16
50,moped,2.1,0.8
51,motorcycle,2.2,0.9
52,motorcycle,2.2,0.9
53,moped,2.1,0.8
54,motorcycle,2.2,0.9
55,delivery,6.5,2.16
56,passenger,5,1.8
57,delivery,6.5,2.16
58,moped,2.1,0.8
59,passenger,5,1.8
60,passenger,5,1.8
61,passenger,5,1.8
62,passenger,5,1.8
63,passenger,5,1.8
64,passenger,5,1.8
65,delivery,6.5,2.16
66,delivery,6.5,2.16
67,motorcycle,2.2,0.9
68,delivery,6.5,2.16
70,passenger,5,1.8
71,motorcycle,2.2,0.9
72,delivery,6.5,2.16
73,passenger,5,1.8
74,passenger,5,1.8
75,passenger,5,1.8
76,passenger,5,1.8
77,passenger,5,1.8
78,bus,12,2.5
79,delivery,6.5,2.16
80,bus,12,2.5
81,passenger,5,1.8
82,passenger,5,1.8
83,motorcycle,2.2,0.9
84,passenger,5,1.8
85,passenger,5,1.8
86,delivery,6.5,2.16
87,delivery,6.5,2.16
88,passenger,5,1.8
89,passenger,5,1.8
90,moped,2.1,0.8
91,bus,12,2.5
92,delivery,6.5,2.16
93,passenger,5,1.8
94,passenger,5,1.8
95,moped,2.1,0.8
96,passenger,5,1.8
97,passenger,5,1.8
98,moped,2.1,0.8
99,passenger,5,1.8
100,motorcycle,2.2,0.9
101,delivery,6.5,2.16
102,moped,2.1,0.8
103,delivery,6.5,2.16
104,bus,12,2.5
105,delivery,6.5,2.16
106,delivery,6.5,2.16
107,bus,12,2.5
108,passenger,5,1.8
109,delivery,6.5,2.16
110,bus,12,2.5
111,passenger,5,1.8
112,passenger,5,1.8
113,passenger,5,1.8
114,passenger,5,1.8
115,passenger,5,1.8
116,passenger,5,1.8
117,delivery,6.5,2.16
118,motorcycle,2.2,0.9
119,passenger,5,1.8
120,motorcycle,2.2,0.9
121,delivery,6.5,2.16
122,motorcycle,2.2,0.9
123,passenger,5,1.8
124,delivery,6.5,2.16
125,delivery,6.5,2.16
126,delivery,6.5,2.16
127,moped,2.1,0.8
128,delivery,6.5,2.16
129,moped,2.1,0.8
130,motorcycle,2.2,0.9
131,motorcycle,2.2,0.9
132,moped,2.1,0.8
133,passenger,5,1.8
134,passenger,5,1.8
135,passenger,5,1.8
136,moped,2.1,0.8
137,passenger,5,1.8
138,passenger,5,1.8
141,passenger,5,1.8
142,passenger,5,1.8
143,passenger,5,1.8
144,moped,2.1,0.8
145,moped,2.1,0.8
146,delivery,6.5,2.16
147,delivery,6.5,2.16
148,delivery,6.5,2.16
149,moped,2.1,0.8
150,passenger,5,1.8
151,motorcycle,2.2,0.9
152,delivery,6.5,2.16
153,passenger,5,1.8
154,passenger,5,1.8
155,passenger,5,1.8
156,passenger,5,1.8
157,passenger,5,1.8
158,bus,12,2.5
159,delivery,6.5,2.16
160,passenger,5,1.8
161,passenger,5,1.8
162,passenger,5,1.8
164,passenger,5,1.8
165,passenger,5,1.8
166,delivery,6.5,2.16
167,delivery,6.5,2.16
168,passenger,5,1.8
169,moped,2.1,0.8
170,moped,2.1,0.8
171,delivery,6.5,2.16
172,delivery,6.5,2.16
173,passenger,5,1.8
174,passenger,5,1.8
175,moped,2.1,0.8
176,passenger,5,1.8
177,passenger,5,1.8
178,moped,2.1,0.8
179,passenger,5,1.8
180,motorcycle,2.2,0.9
181,moped,2.1,0.8
182,moped,2.1,0.8
183,delivery,6.5,2.16
184,passenger,5,1.8
186,delivery,6.5,2.16
187,bus,12,2.5
188,passenger,5,1.8
189,delivery,6.5,2.16
190,motorcycle,2.2,0.9
191,passenger,5,1.8
192,passenger,5,1.8
193,passenger,5,1.8
194,passenger,5,1.8
195,passenger,5,1.8
197,delivery,6.5,2.16
198,delivery,6.5,2.16
199,motorcycle,2.2,0.9
200,passenger,5,1.8
201,motorcycle,2.2,0.9
202,motorcycle,2.2,0.9
203,passenger,5,1.8
205,passenger,5,1.8
206,passenger,5,1.8
207,moped,2.1,0.8
208,passenger,5,1.8
209,moped,2.1,0.8
210,motorcycle,2.2,0.9
211,motorcycle,2.2,0.9
212,moped,2.1,0.8
213,motorcycle,2.2,0.9
216,moped,2.1,0.8
217,moped,2.1,0.8
218,passenger,5,1.8
220,passenger,5,1.8
221,passenger,5,1.8
222,passenger,5,1.8
223,passenger,5,1.8
224,passenger,5,1.8
225,moped,2.1,0.8
227,motorcycle,2.2,0.9
228,delivery,6.5,2.16
230,passenger,5,1.8
233,passenger,5,1.8
234,passenger,5,1.8
235,passenger,5,1.8
236,passenger,5,1.8
237,passenger,5,1.8
238,bus,12,2.5
240,passenger,5,1.8
241,passenger,5,1.8
242,delivery,6.5,2.16
243,delivery,6.5,2.16
244,passenger,5,1.8
245,passenger,5,1.8
246,passenger,5,1.8
247,passenger,5,1.8
248,motorcycle,2.2,0.9
249,passenger,5,1.8
250,passenger,5,1.8
251,passenger,5,1.8
252,delivery,6.5,2.16
253,passenger,5,1.8
254,passenger,5,1.8
255,delivery,6.5,2.16
256,passenger,5,1.8
257,passenger,5,1.8
258,delivery,6.5,2.16
259,delivery,6.5,2.16
260,moped,2.1,0.8
261,passenger,5,1.8
262,passenger,5,1.8
263,motorcycle,2.2,0.9
264,passenger,5,1.8
265,passenger,5,1.8
266,delivery,6.5,2.16
267,delivery,6.5,2.16
268,passenger,5,1.8
269,moped,2.1,0.8
270,moped,2.1,0.8
271,passenger,5,1.8
272,delivery,6.5,2.16
273,passenger,5,1.8
274,passenger,5,1.8
275,moped,2.1,0.8
276,passenger,5,1.8
277,passenger,5,1.8
278,moped,2.1,0.8
279,passenger,5,1.8
280,motorcycle,2.2,0.9
281,delivery,6.5,2.16
282,moped,2.1,0.8
284,bus,12,2.5
285,delivery,6.5,2.16
286,delivery,6.5,2.16
287,bus,12,2.5
288,passenger,5,1.8
289,delivery,6.5,2.16
290,bus,12,2.5
291,passenger,5,1.8
292,passenger,5,1.8
293,passenger,5,1.8
294,passenger,5,1.8
295,passenger,5,1.8
296,passenger,5,1.8
297,delivery,6.5,2.16
298,motorcycle,2.2,0.9
299,passenger,5,1.8
300,passenger,5,1.8
301,delivery,6.5,2.16
302,motorcycle,2.2,0.9
303,passenger,5,1.8
304,delivery,6.5,2.16
305,delivery,6.5,2.16
306,delivery,6.5,2.16
307,moped,2.1,0.8
308,passenger,5,1.8
309,moped,2.1,0.8
310,motorcycle,2.2,0.9
311,motorcycle,2.2,0.9
312,moped,2.1,0.8
313,motorcycle,2.2,0.9
315,passenger,5,1.8
316,moped,2.1,0.8
317,moped,2.1,0.8
318,passenger,5,1.8
319,passenger,5,1.8
320,passenger,5,1.8
321,passenger,5,1.8
322,passenger,5,1.8
324,passenger,5,1.8
325,moped,2.1,0.8
326,moped,2.1,0.8
327,motorcycle,2.2,0.9
328,delivery,6.5,2.16
329,moped,2.1,0.8
330,passenger,5,1.8
331,motorcycle,2.2,0.9
332,delivery,6.5,2.16
333,passenger,5,1.8
334,passenger,5,1.8
335,passenger,5,1.8
336,passenger,5,1.8
338,bus,12,2.5
339,motorcycle,2.2,0.9
340,passenger,5,1.8
341,passenger,5,1.8
342,delivery,6.5,2.16
343,passenger,5,1.8
344,delivery,6.5,2.16
345,passenger,5,1.8
346,passenger,5,1.8
347,passenger,5,1.8
348,passenger,5,1.8
349,motorcycle,2.2,0.9
350,passenger,5,1.8
352,passenger,5,1.8
353,delivery,6.5,2.16
354,passenger,5,1.8
355,passenger,5,1.8
357,delivery,6.5,2.16
358,passenger,5,1.8
359,passenger,5,1.8
360,delivery,6.5,2.16
361,delivery,6.5,2.16
364,passenger,5,1.8
365,motorcycle,2.2,0.9
366,passenger,5,1.8
367,passenger,5,1.8
368,delivery,6.5,2.16
370,passenger,5,1.8
371,moped,2.1,0.8
372,moped,2.1,0.8
373,passenger,5,1.8
374,delivery,6.5,2.16
375,passenger,5,1.8
376,passenger,5,1.8
377,moped,2.1,0.8
378,passenger,5,1.8
379,passenger,5,1.8
380,moped,2.1,0.8
381,passenger,5,1.8
382,motorcycle,2.2,0.9
383,delivery,6.5,2.16
385,delivery,6.5,2.16
386,bus,12,2.5
387,delivery,6.5,2.16
388,delivery,6.5,2.16
390,passenger,5,1.8
391,delivery,6.5,2.16
392,bus,12,2.5
393,passenger,5,1.8
395,passenger,5,1.8
396,passenger,5,1.8
397,passenger,5,1.8
398,passenger,5,1.8
399,delivery,6.5,2.16
400,motorcycle,2.2,0.9
401,passenger,5,1.8
402,passenger,5,1.8
403,delivery,6.5,2.16
404,motorcycle,2.2,0.9
405,passenger,5,1.8
406,delivery,6.5,2.16
408,delivery,6.5,2.16
409,moped,2.1,0.8
410,passenger,5,1.8
411,moped,2.1,0.8
412,motorcycle,2.2,0.9
413,motorcycle,2.2,0.9
414,moped,2.1,0.8
415,motorcycle,2.2,0.9
416,passenger,5,1.8
417,passenger,5,1.8
418,moped,2.1,0.8
419,moped,2.1,0.8
420,passenger,5,1.8
421,passenger,5,1.8
422,passenger,5,1.8
423,passenger,5,1.8
424,passenger,5,1.8
425,passenger,5,1.8
426,passenger,5,1.8
428,delivery,6.5,2.16
429,motorcycle,2.2,0.9
432,passenger,5,1.8
433,motorcycle,2.2,0.9
434,delivery,6.5,2.16
435,passenger,5,1.8
436,passenger,5,1.8
437,passenger,5,1.8
438,passenger,5,1.8
439,passenger,5,1.8
440,bus,12,2.5
441,motorcycle,2.2,0.9
442,passenger,5,1.8
444,delivery,6.5,2.16
445,passenger,5,1.8
446,delivery,6.5,2.16
447,passenger,5,1.8
448,passenger,5,1.8
449,passenger,5,1.8
450,passenger,5,1.8
451,motorcycle,2.2,0.9
452,passenger,5,1.8
453,passenger,5,1.8
454,passenger,5,1.8
455,delivery,6.5,2.16
456,passenger,5,1.8
457,passenger,5,1.8
458,passenger,5,1.8
459,delivery,6.5,2.16
460,passenger,5,1.8
461,passenger,5,1.8
462,delivery,6.5,2.16
463,passenger,5,1.8
464,motorcycle,2.2,0.9
465,bus,12,2.5
466,passenger,5,1.8
467,moped,2.1,0.8
468,delivery,6.5,2.16
469,moped,2.1,0.8
470,passenger,5,1.8
471,passenger,5,1.8
472,motorcycle,2.2,0.9
473,passenger,5,1.8
474,passenger,5,1.8
475,delivery,6.5,2.16
476,delivery,6.5,2.16
477,passenger,5,1.8
478,moped,2.1,0.8
479,moped,2.1,0.8
480,passenger,5,1.8
481,delivery,6.5,2.16
482,passenger,5,1.8
483,passenger,5,1.8
484,moped,2.1,0.8
485,passenger,5,1.8
486,passenger,5,1.8
487,moped,2.1,0.8
488,passenger,5,1.8
489,motorcycle,2.2,0.9
490,delivery,6.5,2.16
491,moped,2.1,0.8
493,bus,12,2.5
494,delivery,6.5,2.16
495,delivery,6.5,2.16
496,bus,12,2.5
497,passenger,5,1.8
498,delivery,6.5,2.16
499,bus,12,2.5
500,passenger,5,1.8
501,passenger,5,1.8
502,passenger,5,1.8
503,passenger,5,1.8
504,passenger,5,1.8
505,passenger,5,1.8
506,delivery,6.5,2.16
507,motorcycle,2.2,0.9
508,passenger,5,1.8
509,passenger,5,1.8
510,delivery,6.5,2.16
512,passenger,5,1.8
513,delivery,6.5,2.16
514,delivery,6.5,2.16
515,delivery,6.5,2.16
516,moped,2.1,0.8
517,passenger,5,1.8
518,moped,2.1,0.8
519,motorcycle,2.2,0.9
520,motorcycle,2.2,0.9
521,moped,2.1,0.8
522,motorcycle,2.2,0.9
523,passenger,5,1.8
524,passenger,5,1.8
525,moped,2.1,0.8
526,moped,2.1,0.8
527,passenger,5,1.8
528,passenger,5,1.8
529,passenger,5,1.8
530,passenger,5,1.8
531,passenger,5,1.8
532,passenger,5,1.8
533,passenger,5,1.8
534,moped,2.1,0.8
535,delivery,6.5,2.16
536,motorcycle,2.2,0.9
537,delivery,6.5,2.16
538,moped,2.1,0.8
539,passenger,5,1.8
540,motorcycle,2.2,0.9
541,delivery,6.5,2.16
542,passenger,5,1.8
544,passenger,5,1.8
545,passenger,5,1.8
546,passenger,5,1.8
547,bus,12,2.5
548,motorcycle,2.2,0.9
549,passenger,5,1.8
550,passenger,5,1.8
551,delivery,6.5,2.16
552,passenger,5,1.8
553,delivery,6.5,2.16
554,passenger,5,1.8
555,passenger,5,1.8
556,passenger,5,1.8
557,passenger,5,1.8
558,motorcycle,2.2,0.9
559,passenger,5,1.8
560,passenger,5,1.8
561,passenger,5,1.8
562,delivery,6.5,2.16
563,passenger,5,1.8
564,passenger,5,1.8
565,passenger,5,1.8
567,passenger,5,1.8
568,passenger,5,1.8
569,delivery,6.5,2.16
570,passenger,5,1.8
571,motorcycle,2.2,0.9
572,bus,12,2.5
573,passenger,5,1.8
574,passenger,5,1.8
575,moped,2.1,0.8
576,delivery,6.5,2.16
577,moped,2.1,0.8
578,passenger,5,1.8
579,passenger,5,1.8
580,motorcycle,2.2,0.9
581,passenger,5,1.8
582,passenger,5,1.8
583,delivery,6.5,2.16
584,delivery,6.5,2.16
585,passenger,5,1.8
588,passenger,5,1.8
589,delivery,6.5,2.16
590,passenger,5,1.8
591,moped,2.1,0.8
592,passenger,5,1.8
593,passenger,5,1.8
594,moped,2.1,0.8
595,passenger,5,1.8
596,motorcycle,2.2,0.9
597,delivery,6.5,2.16
598,moped,2.1,0.8
599,delivery,6.5,2.16
600,bus,12,2.5
601,delivery,6.5,2.16
602,delivery,6.5,2.16
603,bus,12,2.5
604,passenger,5,1.8
605,delivery,6.5,2.16
606,bus,12,2.5
607,passenger,5,1.8
608,passenger,5,1.8
609,passenger,5,1.8
610,passenger,5,1.8
611,passenger,5,1.8
612,passenger,5,1.8
613,delivery,6.5,2.16
614,motorcycle,2.2,0.9
615,passenger,5,1.8
616,passenger,5,1.8
618,motorcycle,2.2,0.9
619,delivery,6.5,2.16
620,delivery,6.5,2.16
621,moped,2.1,0.8
622,passenger,5,1.8
623,moped,2.1,0.8
624,motorcycle,2.2,0.9
625,motorcycle,2.2,0.9
626,moped,2.1,0.8
627,motorcycle,2.2,0.9
628,passenger,5,1.8
629,passenger,5,1.8
631,moped,2.1,0.8
632,passenger,5,1.8
633,passenger,5,1.8
634,passenger,5,1.8
635,passenger,5,1.8
636,passenger,5,1.8
638,passenger,5,1.8
639,moped,2.1,0.8
640,delivery,6.5,2.16
641,motorcycle,2.2,0.9
642,delivery,6.5,2.16
643,passenger,5,1.8
644,motorcycle,2.2,0.9
646,passenger,5,1.8
647,passenger,5,1.8
648,passenger,5,1.8
649,passenger,5,1.8
650,passenger,5,1.8
651,bus,12,2.5
652,motorcycle,2.2,0.9
655,delivery,6.5,2.16
656,passenger,5,1.8
657,delivery,6.5,2.16
658,passenger,5,1.8
659,passenger,5,1.8
660,passenger,5,1.8
661,passenger,5,1.8
662,motorcycle,2.2,0.9
663,passenger,5,1.8
664,passenger,5,1.8
665,passenger,5,1.8
666,delivery,6.5,2.16
667,passenger,5,1.8
669,passenger,5,1.8
670,delivery,6.5,2.16
671,passenger,5,1.8
672,passenger,5,1.8
673,delivery,6.5,2.16
674,passenger,5,1.8
675,motorcycle,2.2,0.9
676,bus,12,2.5
677,passenger,5,1.8
678,passenger,5,1.8
679,moped,2.1,0.8
680,delivery,6.5,2.16
681,moped,2.1,0.8
682,passenger,5,1.8
683,passenger,5,1.8
684,motorcycle,2.2,0.9
685,passenger,5,1.8
686,passenger,5,1.8
688,delivery,6.5,2.16
689,passenger,5,1.8
690,moped,2.1,0.8
691,moped,2.1,0.8
692,passenger,5,1.8
693,delivery,6.5,2.16
694,passenger,5,1.8
695,moped,2.1,0.8
697,passenger,5,1.8
699,passenger,5,1.8
700,motorcycle,2.2,0.9
701,delivery,6.5,2.16
702,moped,2.1,0.8
703,delivery,6.5,2.16
704,bus,12,2.5
705,delivery,6.5,2.16
706,delivery,6.5,2.16
707,bus,12,2.5
708,passenger,5,1.8
709,delivery,6.5,2.16
710,bus,12,2.5
711,passenger,5,1.8
712,passenger,5,1.8
713,passenger,5,1.8
714,passenger,5,1.8
715,passenger,5,1.8
716,passenger,5,1.8
717,delivery,6.5,2.16
718,motorcycle,2.2,0.9
719,passenger,5,1.8
720,passenger,5,1.8
721,delivery,6.5,2.16
722,motorcycle,2.2,0.9
723,delivery,6.5,2.16
724,delivery,6.5,2.16
725,moped,2.1,0.8
726,passenger,5,1.8
727,moped,2.1,0.8
728,motorcycle,2.2,0.9
729,motorcycle,2.2,0.9
730,moped,2.1,0.8
732,passenger,5,1.8
734,moped,2.1,0.8
736,passenger,5,1.8
737,passenger,5,1.8
738,passenger,5,1.8
739,passenger,5,1.8
740,passenger,5,1.8
741,passenger,5,1.8
742,passenger,5,1.8
743,moped,2.1,0.8
744,delivery,6.5,2.16
745,motorcycle,2.2,0.9
746,delivery,6.5,2.16
747,passenger,5,1.8
748,motorcycle,2.2,0.9
749,delivery,6.5,2.16
750,passenger,5,1.8
752,passenger,5,1.8
753,passenger,5,1.8
754,passenger,5,1.8
755,bus,12,2.5
756,motorcycle,2.2,0.9
757,passenger,5,1.8
758,passenger,5,1.8
759,delivery,6.5,2.16
760,passenger,5,1.8
761,delivery,6.5,2.16
762,passenger,5,1.8
763,passenger,5,1.8
764,passenger,5,1.8
765,passenger,5,1.8
766,motorcycle,2.2,0.9
767,passenger,5,1.8
768,passenger,5,1.8
769,passenger,5,1.8
770,delivery,6.5,2.16
771,passenger,5,1.8
772,passenger,5,1.8
774,delivery,6.5,2.16
775,passenger,5,1.8
776,passenger,5,1.8
777,delivery,6.5,2.16
778,passenger,5,1.8
779,motorcycle,2.2,0.9
780,bus,12,2.5
781,passenger,5,1.8
782,passenger,5,1.8
783,moped,2.1,0.8
784,delivery,6.5,2.16
785,moped,2.1,0.8
786,passenger,5,1.8
787,passenger,5,1.8
788,motorcycle,2.2,0.9
789,passenger,5,1.8
790,passenger,5,1.8
791,delivery,6.5,2.16
792,delivery,6.5,2.16
793,passenger,5,1.8
794,moped,2.1,0.8
795,moped,2.1,0.8
796,passenger,5,1.8
797,delivery,6.5,2.16
798,passenger,5,1.8
799,moped,2.1,0.8
800,passenger,5,1.8
801,passenger,5,1.8
802,moped,2.1,0.8
803,passenger,5,1.8
804,motorcycle,2.2,0.9
805,delivery,6.5,2.16
806,moped,2.1,0.8
807,delivery,6.5,2.16
808,bus,12,2.5
809,delivery,6.5,2.16
810,delivery,6.5,2.16
811,bus,12,2.5
812,passenger,5,1.8
813,delivery,6.5,2.16
814,bus,12,2.5
815,passenger,5,1.8
816,passenger,5,1.8
817,passenger,5,1.8
818,passenger,5,1.8
819,passenger,5,1.8
820,passenger,5,1.8
821,delivery,6.5,2.16
822,motorcycle,2.2,0.9
823,passenger,5,1.8
824,passenger,5,1.8
825,delivery,6.5,2.16
826,motorcycle,2.2,0.9
827,delivery,6.5,2.16
828,delivery,6.5,2.16
829,moped,2.1,0.8
830,passenger,5,1.8
831,moped,2.1,0.8
832,motorcycle,2.2,0.9
833,motorcycle,2.2,0.9
834,moped,2.1,0.8
835,motorcycle,2.2,0.9
836,passenger,5,1.8
837,passenger,5,1.8
838,moped,2.1,0.8
839,moped,2.1,0.8
840,passenger,5,1.8
841,passenger,5,1.8
842,passenger,5,1.8
843,passenger,5,1.8
844,passenger,5,1.8
846,passenger,5,1.8
847,moped,2.1,0.8
849,motorcycle,2.2,0.9
850,delivery,6.5,2.16
851,passenger,5,1.8
852,motorcycle,2.2,0.9
853,delivery,6.5,2.16
854,passenger,5,1.8
855,passenger,5,1.8
856,passenger,5,1.8
857,passenger,5,1.8
859,bus,12,2.5
860,motorcycle,2.2,0.9
861,passenger,5,1.8
862,passenger,5,1.8
863,delivery,6.5,2.16
864,passenger,5,1.8
865,delivery,6.5,2.16
866,passenger,5,1.8
867,passenger,5,1.8
868,passenger,5,1.8
869,passenger,5,1.8
871,passenger,5,1.8
872,passenger,5,1.8
873,passenger,5,1.8
874,delivery,6.5,2.16
875,passenger,5,1.8
876,passenger,5,1.8
877,passenger,5,1.8
878,delivery,6.5,2.16
879,passenger,5,1.8
880,passenger,5,1.8
881,delivery,6.5,2.16
882,passenger,5,1.8
883,motorcycle,2.2,0.9
884,bus,12,2.5
885,passenger,5,1.8
886,passenger,5,1.8
887,moped,2.1,0.8
888,delivery,6.5,2.16
889,moped,2.1,0.8
891,passenger,5,1.8
892,motorcycle,2.2,0.9
893,passenger,5,1.8
894,passenger,5,1.8
895,delivery,6.5,2.16
896,delivery,6.5,2.16
897,passenger,5,1.8
898,moped,2.1,0.8
899,moped,2.1,0.8
900,passenger,5,1.8
902,passenger,5,1.8
903,moped,2.1,0.8
904,passenger,5,1.8
905,passenger,5,1.8
906,moped,2.1,0.8
907,passenger,5,1.8
908,motorcycle,2.2,0.9
909,delivery,6.5,2.16
910,moped,2.1,0.8
911,delivery,6.5,2.16
912,bus,12,2.5
913,delivery,6.5,2.16
914,delivery,6.5,2.16
915,bus,12,2.5
916,passenger,5,1.8
917,delivery,6.5,2.16
918,bus,12,2.5
919,passenger,5,1.8
920,passenger,5,1.8
921,passenger,5,1.8
922,passenger,5,1.8
924,passenger,5,1.8
925,delivery,6.5,2.16
926,motorcycle,2.2,0.9
927,passenger,5,1.8
928,passenger,5,1.8
929,delivery,6.5,2.16
930,motorcycle,2.2,0.9
931,delivery,6.5,2.16
932,delivery,6.5,2.16
933,moped,2.1,0.8
934,passenger,5,1.8
936,motorcycle,2.2,0.9
937,motorcycle,2.2,0.9
939,motorcycle,2.2,0.9
940,passenger,5,1.8
941,passenger,5,1.8
942,moped,2.1,0.8
943,moped,2.1,0.8
944,passenger,5,1.8
945,passenger,5,1.8
946,passenger,5,1.8
947,passenger,5,1.8
948,passenger,5,1.8
949,passenger,5,1.8
950,passenger,5,1.8
951,moped,2.1,0.8
952,delivery,6.5,2.16
953,motorcycle,2.2,0.9
954,delivery,6.5,2.16
955,passenger,5,1.8
956,motorcycle,2.2,0.9
957,delivery,6.5,2.16
958,passenger,5,1.8
959,passenger,5,1.8
960,passenger,5,1.8
961,passenger,5,1.8
962,passenger,5,1.8
963,bus,12,2.5
964,motorcycle,2.2,0.9
965,passenger,5,1.8
966,passenger,5,1.8
967,delivery,6.5,2.16
968,passenger,5,1.8
969,delivery,6.5,2.16
970,passenger,5,1.8
971,passenger,5,1.8
972,passenger,5,1.8
974,motorcycle,2.2,0.9
975,passenger,5,1.8
976,passenger,5,1.8
977,passenger,5,1.8
978,delivery,6.5,2.16
979,passenger,5,1.8
980,passenger,5,1.8
981,passenger,5,1.8
983,passenger,5,1.8
984,passenger,5,1.8
985,delivery,6.5,2.16
986,passenger,5,1.8
987,motorcycle,2.2,0.9
988,bus,12,2.5
989,passenger,5,1.8
990,passenger,5,1.8
991,moped,2.1,0.8
992,delivery,6.5,2.16
993,moped,2.1,0.8
994,passenger,5,1.8
995,passenger,5,1.8
996,motorcycle,2.2,0.9
997,passenger,5,1.8
998,passenger,5,1.8
999,delivery,6.5,2.16
1000,delivery,6.5,2.16
1001,passenger,5,1.8
1002,moped,2.1,0.8
1003,moped,2.1,0.8
1004,passenger,5,1.8
1005,delivery,6.5,2.16
1006,passenger,5,1.8
1007,moped,2.1,0.8
1008,passenger,5,1.8
1009,passenger,5,1.8
1010,moped,2.1,0.8
1011,passenger,5,1.8
1012,motorcycle,2.2,0.9
1013,delivery,6.5,2.16
1014,moped,2.1,0.8
1016,bus,12,2.5
1017,delivery,6.5,2.16
1018,delivery,6.5,2.16
1019,bus,12,2.5
1020,passenger,5,1.8
1021,delivery,6.5,2.16
1022,bus,12,2.5
1023,passenger,5,1.8
1024,passenger,5,1.8
1025,passenger,5,1.8
1026,passenger,5,1.8
1027,passenger,5,1.8
1028,passenger,5,1.8
1029,delivery,6.5,2.16
1030,motorcycle,2.2,0.9
1031,passenger,5,1.8
1032,passenger,5,1.8
1033,delivery,6.5,2.16
1034,motorcycle,2.2,0.9
1035,delivery,6.5,2.16
1036,delivery,6.5,2.16
1037,moped,2.1,0.8
1038,passenger,5,1.8
1039,moped,2.1,0.8
1040,motorcycle,2.2,0.9
1041,motorcycle,2.2,0.9
1042,moped,2.1,0.8
1043,motorcycle,2.2,0.9
1044,passenger,5,1.8
1045,passenger,5,1.8
1046,moped,2.1,0.8
1047,moped,2.1,0.8
1048,passenger,5,1.8
1049,passenger,5,1.8
1050,passenger,5,1.8
1051,passenger,5,1.8
1052,passenger,5,1.8
1053,passenger,5,1.8
1054,passenger,5,1.8
1055,moped,2.1,0.8
1056,delivery,6.5,2.16
1057,motorcycle,2.2,0.9
1058,delivery,6.5,2.16
1059,passenger,5,1.8
1060,motorcycle,2.2,0.9
1061,delivery,6.5,2.16
1062,passenger,5,1.8
1063,motorcycle,2.2,0.9
1064,passenger,5,1.8
1065,passenger,5,1.8
1066,passenger,5,1.8
1067,passenger,5,1.8
1068,bus,12,2.5
1069,motorcycle,2.2,0.9
1070,passenger,5,1.8
1071,passenger,5,1.8
1072,delivery,6.5,2.16
1073,passenger,5,1.8
1074,delivery,6.5,2.16
1075,passenger,5,1.8
1076,passenger,5,1.8
1077,passenger,5,1.8
1078,passenger,5,1.8
1079,motorcycle,2.2,0.9
1080,passenger,5,1.8
1081,passenger,5,1.8
1082,passenger,5,1.8
1085,passenger,5,1.8
1086,passenger,5,1.8
1088,passenger,5,1.8
1089,passenger,5,1.8
1090,delivery,6.5,2.16
1091,passenger,5,1.8
1092,motorcycle,2.2,0.9
1093,bus,12,2.5
1094,passenger,5,1.8
1095,passenger,5,1.8
1096,moped,2.1,0.8
1097,delivery,6.5,2.16
1098,moped,2.1,0.8
1100,passenger,5,1.8
1101,motorcycle,2.2,0.9
1102,passenger,5,1.8
1103,passenger,5,1.8
1104,delivery,6.5,2.16
1105,delivery,6.5,2.16
1106,passenger,5,1.8
1107,moped,2.1,0.8
1108,moped,2.1,0.8
1109,passenger,5,1.8
1110,delivery,6.5,2.16
1111,passenger,5,1.8
1112,moped,2.1,0.8
1113,passenger,5,1.8
1114,passenger,5,1.8
1115,moped,2.1,0.8
1116,passenger,5,1.8
1117,motorcycle,2.2,0.9
1118,delivery,6.5,2.16
1119,moped,2.1,0.8
1120,delivery,6.5,2.16
1121,bus,12,2.5
1122,delivery,6.5,2.16
1124,bus,12,2.5
1125,passenger,5,1.8
1126,delivery,6.5,2.16
1127,bus,12,2.5
1128,passenger,5,1.8
1129,passenger,5,1.8
1130,passenger,5,1.8
1131,passenger,5,1.8
1132,passenger,5,1.8
1133,passenger,5,1.8
1134,delivery,6.5,2.16
1135,motorcycle,2.2,0.9
1136,passenger,5,1.8
1137,passenger,5,1.8
1138,delivery,6.5,2.16
1139,motorcycle,2.2,0.9
1140,delivery,6.5,2.16
1142,moped,2.1,0.8
1143,passenger,5,1.8
